score,word_count,cell_count,has_verbish,has_nounish,phrase,word1,instance_id1,start1,end1,path1,word2,instance_id2,start2,end2,path2,word3,instance_id3,start3,end3,path3
9,3,7,True,False,a get and,a,58,J4,J4,J4,get,41,J3,I1,J3 -> J2 -> I1,and,15,H2,H1,H2 -> G1 -> H1
9,3,7,True,False,a get and,a,58,J4,J4,J4,get,41,J3,I1,J3 -> J2 -> I1,and,16,H2,G2,H2 -> G1 -> G2
14,3,7,True,True,a get one,a,58,J4,J4,J4,get,42,J3,K2,J3 -> J2 -> K2,one,45,K3,K4,K3 -> L4 -> K4
14,3,7,True,True,a get one,a,58,J4,J4,J4,get,42,J3,K2,J3 -> J2 -> K2,one,46,K3,M5,K3 -> L4 -> M5
13,3,6,True,False,a get go,a,58,J4,J4,J4,get,42,J3,K2,J3 -> J2 -> K2,go,22,L2,K3,L2 -> K3
13,3,6,True,False,a get an,a,58,J4,J4,J4,get,42,J3,K2,J3 -> J2 -> K2,an,10,L1,M2,L1 -> M2
13,3,5,True,False,a get a,a,58,J4,J4,J4,get,42,J3,K2,J3 -> J2 -> K2,a,8,L1,L1,L1
9,3,6,True,False,a get on,a,58,J4,J4,J4,get,42,J3,K2,J3 -> J2 -> K2,on,44,K3,L4,K3 -> L4
14,3,6,True,True,a go end,a,58,J4,J4,J4,go,43,J3,K3,J3 -> K3,end,59,K4,K5,K4 -> L4 -> K5
14,3,6,True,True,a go end,a,58,J4,J4,J4,go,43,J3,K3,J3 -> K3,end,60,K4,K5,K4 -> L5 -> K5
13,3,6,True,False,a go the,a,58,J4,J4,J4,go,43,J3,K3,J3 -> K3,the,18,K2,I2,K2 -> J1 -> I2
13,3,6,True,False,a go the,a,58,J4,J4,J4,go,43,J3,K3,J3 -> K3,the,19,K2,J2,K2 -> J1 -> J2
12,3,6,False,True,a on end,a,58,J4,J4,J4,on,44,K3,L4,K3 -> L4,end,60,K4,K5,K4 -> L5 -> K5
12,3,6,False,True,a on end,a,58,J4,J4,J4,on,44,K3,L4,K3 -> L4,end,75,M5,K5,M5 -> L5 -> K5
5,3,5,False,False,a on in,a,58,J4,J4,J4,on,44,K3,L4,K3 -> L4,in,47,M3,M2,M3 -> M2
7,3,5,False,False,a in an,a,58,J4,J4,J4,in,73,J5,J6,J5 -> J6,an,105,K6,L5,K6 -> L5
7,3,4,False,False,a in a,a,58,J4,J4,J4,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6
7,3,4,False,False,a in a,a,58,J4,J4,J4,in,73,J5,J6,J5 -> J6,a,104,K6,K6,K6
5,3,6,False,False,a in and,a,58,J4,J4,J4,in,73,J5,J6,J5 -> J6,and,106,K6,K5,K6 -> L5 -> K5
5,3,5,False,False,a in at,a,58,J4,J4,J4,in,73,J5,J6,J5 -> J6,at,109,K6,L7,K6 -> L7
12,3,7,False,True,end in an,end,59,K4,K5,K4 -> L4 -> K5,in,73,J5,J6,J5 -> J6,an,105,K6,L5,K6 -> L5
12,3,6,False,True,end in a,end,59,K4,K5,K4 -> L4 -> K5,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6
12,3,6,False,True,end in a,end,59,K4,K5,K4 -> L4 -> K5,in,73,J5,J6,J5 -> J6,a,104,K6,K6,K6
10,3,7,False,True,end in at,end,59,K4,K5,K4 -> L4 -> K5,in,73,J5,J6,J5 -> J6,at,109,K6,L7,K6 -> L7
10,3,6,False,True,end an a,end,59,K4,K5,K4 -> L4 -> K5,an,107,K6,J6,K6 -> J6,a,101,I6,I6,I6
12,3,8,False,True,end at the,end,59,K4,K5,K4 -> L4 -> K5,at,109,K6,L7,K6 -> L7,the,126,M7,K8,M7 -> L8 -> K8
14,3,7,True,True,end a get,end,59,K4,K5,K4 -> L4 -> K5,a,58,J4,J4,J4,get,40,J3,I1,J3 -> I2 -> I1
14,3,7,True,True,end a get,end,59,K4,K5,K4 -> L4 -> K5,a,58,J4,J4,J4,get,41,J3,I1,J3 -> J2 -> I1
14,3,7,True,True,end a get,end,59,K4,K5,K4 -> L4 -> K5,a,58,J4,J4,J4,get,42,J3,K2,J3 -> J2 -> K2
14,3,6,True,True,end a go,end,59,K4,K5,K4 -> L4 -> K5,a,58,J4,J4,J4,go,43,J3,K3,J3 -> K3
10,3,6,False,True,end a in,end,59,K4,K5,K4 -> L4 -> K5,a,58,J4,J4,J4,in,73,J5,J6,J5 -> J6
10,3,7,False,True,end a the,end,59,K4,K5,K4 -> L4 -> K5,a,104,K6,K6,K6,the,125,L7,K8,L7 -> L8 -> K8
10,3,6,False,True,end a in,end,59,K4,K5,K4 -> L4 -> K5,a,104,K6,K6,K6,in,73,J5,J6,J5 -> J6
12,3,6,False,True,end in a,end,60,K4,K5,K4 -> L5 -> K5,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6
12,3,6,False,True,end in a,end,60,K4,K5,K4 -> L5 -> K5,in,73,J5,J6,J5 -> J6,a,104,K6,K6,K6
10,3,7,False,True,end in at,end,60,K4,K5,K4 -> L5 -> K5,in,73,J5,J6,J5 -> J6,at,109,K6,L7,K6 -> L7
10,3,6,False,True,end an a,end,60,K4,K5,K4 -> L5 -> K5,an,107,K6,J6,K6 -> J6,a,101,I6,I6,I6
12,3,8,False,True,end at the,end,60,K4,K5,K4 -> L5 -> K5,at,109,K6,L7,K6 -> L7,the,126,M7,K8,M7 -> L8 -> K8
18,3,7,False,True,end a one,end,60,K4,K5,K4 -> L5 -> K5,a,58,J4,J4,J4,one,46,K3,M5,K3 -> L4 -> M5
14,3,7,True,True,end a get,end,60,K4,K5,K4 -> L5 -> K5,a,58,J4,J4,J4,get,40,J3,I1,J3 -> I2 -> I1
14,3,7,True,True,end a get,end,60,K4,K5,K4 -> L5 -> K5,a,58,J4,J4,J4,get,41,J3,I1,J3 -> J2 -> I1
14,3,7,True,True,end a get,end,60,K4,K5,K4 -> L5 -> K5,a,58,J4,J4,J4,get,42,J3,K2,J3 -> J2 -> K2
14,3,6,True,True,end a go,end,60,K4,K5,K4 -> L5 -> K5,a,58,J4,J4,J4,go,43,J3,K3,J3 -> K3
10,3,6,False,True,end a on,end,60,K4,K5,K4 -> L5 -> K5,a,58,J4,J4,J4,on,44,K3,L4,K3 -> L4
10,3,6,False,True,end a in,end,60,K4,K5,K4 -> L5 -> K5,a,58,J4,J4,J4,in,73,J5,J6,J5 -> J6
10,3,7,False,True,end a the,end,60,K4,K5,K4 -> L5 -> K5,a,104,K6,K6,K6,the,125,L7,K8,L7 -> L8 -> K8
10,3,6,False,True,end a in,end,60,K4,K5,K4 -> L5 -> K5,a,104,K6,K6,K6,in,73,J5,J6,J5 -> J6
19,3,9,True,True,ten get end,ten,61,B5,A3,B5 -> A4 -> A3,get,49,B4,C3,B4 -> B3 -> C3,end,53,C4,D4,C4 -> C5 -> D4
19,3,9,True,True,ten get end,ten,61,B5,A3,B5 -> A4 -> A3,get,49,B4,C3,B4 -> B3 -> C3,end,54,C4,D4,C4 -> D5 -> D4
19,3,12,True,True,ten hundred is,ten,62,B5,C5,B5 -> C4 -> C5,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2
18,3,9,True,True,ten up find,ten,62,B5,C5,B5 -> C4 -> C5,up,80,C6,D7,C6 -> D7,find,120,E7,D4,E7 -> D6 -> D5 -> D4
14,3,7,False,True,ten up in,ten,62,B5,C5,B5 -> C4 -> C5,up,80,C6,D7,C6 -> D7,in,88,D6,D5,D6 -> D5
14,3,7,False,True,ten up in,ten,62,B5,C5,B5 -> C4 -> C5,up,80,C6,D7,C6 -> D7,in,89,D6,E6,D6 -> E6
14,3,7,False,True,ten up in,ten,62,B5,C5,B5 -> C4 -> C5,up,80,C6,D7,C6 -> D7,in,90,D6,C7,D6 -> C7
14,3,6,False,True,ten up a,ten,62,B5,C5,B5 -> C4 -> C5,up,80,C6,D7,C6 -> D7,a,127,E8,E8,E8
14,3,7,False,True,ten in up,ten,62,B5,C5,B5 -> C4 -> C5,in,88,D6,D5,D6 -> D5,up,80,C6,D7,C6 -> D7
12,3,6,False,True,ten in a,ten,62,B5,C5,B5 -> C4 -> C5,in,88,D6,D5,D6 -> D5,a,55,E4,E4,E4
15,3,13,False,True,ten in hundreds,ten,62,B5,C5,B5 -> C4 -> C5,in,90,D6,C7,D6 -> C7,hundreds,79,B6,B1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1 -> B1
15,3,12,True,True,ten in hundred,ten,62,B5,C5,B5 -> C4 -> C5,in,90,D6,C7,D6 -> C7,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1
14,3,7,False,True,ten in up,ten,62,B5,C5,B5 -> C4 -> C5,in,90,D6,C7,D6 -> C7,up,80,C6,D7,C6 -> D7
18,3,9,True,True,ten up find,ten,63,B5,D5,B5 -> C4 -> D5,up,80,C6,D7,C6 -> D7,find,119,E7,D4,E7 -> D6 -> C5 -> D4
14,3,7,False,True,ten up in,ten,63,B5,D5,B5 -> C4 -> D5,up,80,C6,D7,C6 -> D7,in,81,D6,C5,D6 -> C5
14,3,7,False,True,ten up in,ten,63,B5,D5,B5 -> C4 -> D5,up,80,C6,D7,C6 -> D7,in,89,D6,E6,D6 -> E6
14,3,7,False,True,ten up in,ten,63,B5,D5,B5 -> C4 -> D5,up,80,C6,D7,C6 -> D7,in,90,D6,C7,D6 -> C7
14,3,6,False,True,ten up a,ten,63,B5,D5,B5 -> C4 -> D5,up,80,C6,D7,C6 -> D7,a,127,E8,E8,E8
14,3,8,True,True,ten in get,ten,63,B5,D5,B5 -> C4 -> D5,in,81,D6,C5,D6 -> C5,get,49,B4,C3,B4 -> B3 -> C3
14,3,7,False,True,ten in up,ten,63,B5,D5,B5 -> C4 -> D5,in,81,D6,C5,D6 -> C5,up,80,C6,D7,C6 -> D7
15,3,13,False,True,ten in hundreds,ten,63,B5,D5,B5 -> C4 -> D5,in,90,D6,C7,D6 -> C7,hundreds,77,B6,B1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1 -> B1
15,3,12,True,True,ten in hundred,ten,63,B5,D5,B5 -> C4 -> D5,in,90,D6,C7,D6 -> C7,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1
14,3,7,False,True,ten in up,ten,63,B5,D5,B5 -> C4 -> D5,in,90,D6,C7,D6 -> C7,up,80,C6,D7,C6 -> D7
10,3,5,False,True,ten a a,ten,63,B5,D5,B5 -> C4 -> D5,a,55,E4,E4,E4,a,39,F3,F3,F3
10,3,11,True,True,to hundred is,to,64,B5,A6,B5 -> A6,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2
10,3,11,True,True,to hundred is,to,64,B5,A6,B5 -> A6,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2
15,3,11,False,True,to a hundreds,to,64,B5,A6,B5 -> A6,a,110,A7,A7,A7,hundreds,77,B6,B1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1 -> B1
15,3,11,False,True,to a hundreds,to,64,B5,A6,B5 -> A6,a,110,A7,A7,A7,hundreds,79,B6,B1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1 -> B1
15,3,10,True,True,to a hundred,to,64,B5,A6,B5 -> A6,a,110,A7,A7,A7,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1
15,3,10,True,True,to a hundred,to,64,B5,A6,B5 -> A6,a,110,A7,A7,A7,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1
23,3,12,True,True,nine three get,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3,get,50,B4,B5,B4 -> A4 -> B5
19,3,11,False,True,nine three to,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,three,32,C3,A4,C3 -> B2 -> C2 -> B3 -> A4,to,64,B5,A6,B5 -> A6
23,3,10,True,True,nine ten get,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,ten,36,C3,A3,C3 -> B3 -> A3,get,50,B4,B5,B4 -> A4 -> B5
23,3,10,True,True,nine ten get,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,ten,61,B5,A3,B5 -> A4 -> A3,get,49,B4,C3,B4 -> B3 -> C3
22,3,9,True,True,nine get up,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,get,50,B4,B5,B4 -> A4 -> B5,up,80,C6,D7,C6 -> D7
17,3,11,True,True,nine then get,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,then,30,C3,A3,C3 -> B2 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5
17,3,11,True,True,nine then get,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,then,35,C3,A3,C3 -> B2 -> B3 -> A3,get,50,B4,B5,B4 -> A4 -> B5
14,3,10,True,True,nine the get,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,the,34,C3,B3,C3 -> B2 -> B3,get,50,B4,B5,B4 -> A4 -> B5
12,3,7,False,True,nine to a,nine,65,C5,C4,C5 -> D6 -> D5 -> C4,to,64,B5,A6,B5 -> A6,a,110,A7,A7,A7
22,3,13,True,True,nineteen get up,nineteen,66,C5,A3,C5 -> D6 -> D5 -> C4 -> C3 -> B3 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5,up,80,C6,D7,C6 -> D7
23,3,12,True,True,nine three get,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3,get,50,B4,B5,B4 -> A4 -> B5
19,3,11,False,True,nine three to,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,three,32,C3,A4,C3 -> B2 -> C2 -> B3 -> A4,to,64,B5,A6,B5 -> A6
23,3,10,True,True,nine ten get,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,ten,36,C3,A3,C3 -> B3 -> A3,get,50,B4,B5,B4 -> A4 -> B5
23,3,10,True,True,nine ten get,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,ten,61,B5,A3,B5 -> A4 -> A3,get,49,B4,C3,B4 -> B3 -> C3
22,3,9,True,True,nine get up,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,get,50,B4,B5,B4 -> A4 -> B5,up,80,C6,D7,C6 -> D7
17,3,11,True,True,nine then get,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,then,30,C3,A3,C3 -> B2 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5
17,3,11,True,True,nine then get,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,then,35,C3,A3,C3 -> B2 -> B3 -> A3,get,50,B4,B5,B4 -> A4 -> B5
14,3,10,True,True,nine the get,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,the,34,C3,B3,C3 -> B2 -> B3,get,50,B4,B5,B4 -> A4 -> B5
12,3,7,False,True,nine to a,nine,69,D5,C4,D5 -> D6 -> C5 -> C4,to,64,B5,A6,B5 -> A6,a,110,A7,A7,A7
22,3,13,True,True,nineteen get up,nineteen,70,D5,A3,D5 -> D6 -> C5 -> C4 -> C3 -> B3 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5,up,80,C6,D7,C6 -> D7
15,3,7,False,True,in an end,in,73,J5,J6,J5 -> J6,an,105,K6,L5,K6 -> L5,end,59,K4,K5,K4 -> L4 -> K5
15,3,7,False,True,in an end,in,73,J5,J6,J5 -> J6,an,105,K6,L5,K6 -> L5,end,74,M5,K5,M5 -> L4 -> K5
15,3,11,False,True,in a decimals,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6,decimals,122,H7,A11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10 -> A11
15,3,10,False,True,in a decimal,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6,decimal,121,H7,B10,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> B10
15,3,10,False,True,in a decimal,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6,decimal,123,H7,D11,H7 -> G8 -> F9 -> E10 -> D10 -> C10 -> D11
7,3,6,False,False,in a the,in,73,J5,J6,J5 -> J6,a,104,K6,K6,K6,the,125,L7,K8,L7 -> L8 -> K8
5,3,6,False,False,in and a,in,73,J5,J6,J5 -> J6,and,106,K6,K5,K6 -> L5 -> K5,a,58,J4,J4,J4
7,3,7,False,False,in at the,in,73,J5,J6,J5 -> J6,at,109,K6,L7,K6 -> L7,the,126,M7,K8,M7 -> L8 -> K8
12,3,7,False,True,end in an,end,74,M5,K5,M5 -> L4 -> K5,in,73,J5,J6,J5 -> J6,an,105,K6,L5,K6 -> L5
12,3,6,False,True,end in a,end,74,M5,K5,M5 -> L4 -> K5,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6
12,3,6,False,True,end in a,end,74,M5,K5,M5 -> L4 -> K5,in,73,J5,J6,J5 -> J6,a,104,K6,K6,K6
10,3,7,False,True,end in at,end,74,M5,K5,M5 -> L4 -> K5,in,73,J5,J6,J5 -> J6,at,109,K6,L7,K6 -> L7
10,3,6,False,True,end an a,end,74,M5,K5,M5 -> L4 -> K5,an,107,K6,J6,K6 -> J6,a,101,I6,I6,I6
12,3,8,False,True,end at the,end,74,M5,K5,M5 -> L4 -> K5,at,109,K6,L7,K6 -> L7,the,126,M7,K8,M7 -> L8 -> K8
14,3,7,True,True,end a get,end,74,M5,K5,M5 -> L4 -> K5,a,58,J4,J4,J4,get,40,J3,I1,J3 -> I2 -> I1
14,3,7,True,True,end a get,end,74,M5,K5,M5 -> L4 -> K5,a,58,J4,J4,J4,get,41,J3,I1,J3 -> J2 -> I1
14,3,7,True,True,end a get,end,74,M5,K5,M5 -> L4 -> K5,a,58,J4,J4,J4,get,42,J3,K2,J3 -> J2 -> K2
14,3,6,True,True,end a go,end,74,M5,K5,M5 -> L4 -> K5,a,58,J4,J4,J4,go,43,J3,K3,J3 -> K3
10,3,6,False,True,end a in,end,74,M5,K5,M5 -> L4 -> K5,a,58,J4,J4,J4,in,73,J5,J6,J5 -> J6
10,3,7,False,True,end a the,end,74,M5,K5,M5 -> L4 -> K5,a,104,K6,K6,K6,the,125,L7,K8,L7 -> L8 -> K8
10,3,6,False,True,end a in,end,74,M5,K5,M5 -> L4 -> K5,a,104,K6,K6,K6,in,73,J5,J6,J5 -> J6
12,3,6,False,True,end in a,end,75,M5,K5,M5 -> L5 -> K5,in,73,J5,J6,J5 -> J6,a,101,I6,I6,I6
12,3,6,False,True,end in a,end,75,M5,K5,M5 -> L5 -> K5,in,73,J5,J6,J5 -> J6,a,104,K6,K6,K6
10,3,7,False,True,end in at,end,75,M5,K5,M5 -> L5 -> K5,in,73,J5,J6,J5 -> J6,at,109,K6,L7,K6 -> L7
10,3,6,False,True,end an a,end,75,M5,K5,M5 -> L5 -> K5,an,107,K6,J6,K6 -> J6,a,101,I6,I6,I6
12,3,8,False,True,end at the,end,75,M5,K5,M5 -> L5 -> K5,at,109,K6,L7,K6 -> L7,the,126,M7,K8,M7 -> L8 -> K8
18,3,7,False,True,end a one,end,75,M5,K5,M5 -> L5 -> K5,a,58,J4,J4,J4,one,45,K3,K4,K3 -> L4 -> K4
14,3,7,True,True,end a get,end,75,M5,K5,M5 -> L5 -> K5,a,58,J4,J4,J4,get,40,J3,I1,J3 -> I2 -> I1
14,3,7,True,True,end a get,end,75,M5,K5,M5 -> L5 -> K5,a,58,J4,J4,J4,get,41,J3,I1,J3 -> J2 -> I1
14,3,7,True,True,end a get,end,75,M5,K5,M5 -> L5 -> K5,a,58,J4,J4,J4,get,42,J3,K2,J3 -> J2 -> K2
14,3,6,True,True,end a go,end,75,M5,K5,M5 -> L5 -> K5,a,58,J4,J4,J4,go,43,J3,K3,J3 -> K3
10,3,6,False,True,end a on,end,75,M5,K5,M5 -> L5 -> K5,a,58,J4,J4,J4,on,44,K3,L4,K3 -> L4
10,3,6,False,True,end a in,end,75,M5,K5,M5 -> L5 -> K5,a,58,J4,J4,J4,in,73,J5,J6,J5 -> J6
10,3,7,False,True,end a the,end,75,M5,K5,M5 -> L5 -> K5,a,104,K6,K6,K6,the,125,L7,K8,L7 -> L8 -> K8
10,3,6,False,True,end a in,end,75,M5,K5,M5 -> L5 -> K5,a,104,K6,K6,K6,in,73,J5,J6,J5 -> J6
14,3,13,True,True,hundred is find,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1
14,3,13,True,True,hundred is find,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,find,2,E1,G2,E1 -> F1 -> G1 -> G2
10,3,11,True,True,hundred is in,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,in,3,F1,G1,F1 -> G1
10,3,11,True,True,hundred is of,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,of,11,F2,E1,F2 -> E1
10,3,11,True,True,hundred is on,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,on,12,F2,G1,F2 -> G1
10,3,10,True,True,hundred is a,hundred,76,B6,C1,B6 -> C6 -> C5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,a,39,F3,F3,F3
14,3,13,True,True,hundred is find,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1
14,3,13,True,True,hundred is find,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,find,2,E1,G2,E1 -> F1 -> G1 -> G2
10,3,11,True,True,hundred is in,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,in,3,F1,G1,F1 -> G1
10,3,11,True,True,hundred is of,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,of,11,F2,E1,F2 -> E1
10,3,11,True,True,hundred is on,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,on,12,F2,G1,F2 -> G1
10,3,10,True,True,hundred is a,hundred,78,B6,C1,B6 -> C6 -> D5 -> D4 -> D3 -> D2 -> C1,is,0,D1,E2,D1 -> E2,a,39,F3,F3,F3
18,3,14,True,True,up integers find,up,80,C6,D7,C6 -> D7,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,1,E1,H1,E1 -> F1 -> G1 -> H1
18,3,14,True,True,up integers find,up,80,C6,D7,C6 -> D7,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,find,2,E1,G2,E1 -> F1 -> G1 -> G2
14,3,12,False,True,up integers in,up,80,C6,D7,C6 -> D7,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,in,3,F1,G1,F1 -> G1
14,3,12,False,True,up integers of,up,80,C6,D7,C6 -> D7,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,of,11,F2,E1,F2 -> E1
14,3,12,False,True,up integers on,up,80,C6,D7,C6 -> D7,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,on,12,F2,G1,F2 -> G1
14,3,11,False,True,up integers a,up,80,C6,D7,C6 -> D7,integers,85,D6,E2,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3 -> E2,a,39,F3,F3,F3
18,3,13,True,True,up nineteen get,up,80,C6,D7,C6 -> D7,nineteen,92,E6,A3,E6 -> D6 -> C5 -> C4 -> C3 -> B3 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5
18,3,13,True,True,up nineteen get,up,80,C6,D7,C6 -> D7,nineteen,96,E6,A3,E6 -> D6 -> D5 -> C4 -> C3 -> B3 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5
18,3,13,True,True,up nineteen get,up,80,C6,D7,C6 -> D7,nineteen,112,C7,A3,C7 -> D6 -> C5 -> C4 -> C3 -> B3 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5
18,3,13,True,True,up nineteen get,up,80,C6,D7,C6 -> D7,nineteen,116,C7,A3,C7 -> D6 -> D5 -> C4 -> C3 -> B3 -> A2 -> A3,get,50,B4,B5,B4 -> A4 -> B5
19,3,12,False,True,up integer ten,up,80,C6,D7,C6 -> D7,integer,82,D6,C2,D6 -> C5 -> B5 -> A4 -> B4 -> B3 -> C2,ten,38,C3,D5,C3 -> C4 -> D5
14,3,13,False,True,up integer then,up,80,C6,D7,C6 -> D7,integer,82,D6,C2,D6 -> C5 -> B5 -> A4 -> B4 -> B3 -> C2,then,30,C3,A3,C3 -> B2 -> A2 -> A3
14,3,12,False,True,up integer the,up,80,C6,D7,C6 -> D7,integer,82,D6,C2,D6 -> C5 -> B5 -> A4 -> B4 -> B3 -> C2,the,29,C3,A2,C3 -> B2 -> A2
14,3,11,True,True,up integer is,up,80,C6,D7,C6 -> D7,integer,82,D6,C2,D6 -> C5 -> B5 -> A4 -> B4 -> B3 -> C2,is,0,D1,E2,D1 -> E2
19,3,14,False,True,up integer three,up,80,C6,D7,C6 -> D7,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,three,28,C3,B3,C3 -> B2 -> A1 -> A2 -> B3
19,3,14,False,True,up integer three,up,80,C6,D7,C6 -> D7,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,three,31,C3,A2,C3 -> B2 -> C2 -> B3 -> A2
19,3,12,False,True,up integer ten,up,80,C6,D7,C6 -> D7,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,ten,36,C3,A3,C3 -> B3 -> A3
14,3,13,False,True,up integer then,up,80,C6,D7,C6 -> D7,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,then,30,C3,A3,C3 -> B2 -> A2 -> A3
14,3,13,False,True,up integer then,up,80,C6,D7,C6 -> D7,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,then,35,C3,A3,C3 -> B2 -> B3 -> A3
14,3,12,False,True,up integer the,up,80,C6,D7,C6 -> D7,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,the,29,C3,A2,C3 -> B2 -> A2
14,3,12,False,True,up integer the,up,80,C6,D7,C6 -> D7,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,the,34,C3,B3,C3 -> B2 -> B3
14,3,12,False,True,up integer and,up,80,C6,D7,C6 -> D7,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,and,57,E4,D4,E4 -> D5 -> D4
14,3,11,False,True,up integer an,up,80,C6,D7,C6 -> D7,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,an,56,E4,D5,E4 -> D5
14,3,10,False,True,up integer a,up,80,C6,D7,C6 -> D7,integer,84,D6,D3,D6 -> C5 -> B5 -> A4 -> B4 -> C4 -> D3,a,55,E4,E4,E4
